,name,legislature,iniciative,type,principal,secondary,abstract,status_date1,status1,status_notes1,status date,status,notes,authors,link
406,"Por medio de la cual se establece el galardón mujer bicentenario Simona Amaya, en homenaje a las mujeres anónimas de nuestro país, que, con su valentía, arrojo y osadía, contribuyen a una mejor sociedad y se dictan otras disposiciones. [Galardón mujer bicentenario Simona Amaya]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Celebraciones, honores y monumentos",,"Facultar al gobierno nacional para realizar actividades necearias a fin de exaltar, conmemorar, reivindicar e incentivar a las mujeres, otorgando el galardón Mujer Bicentenario ""Simona Amaya""",8/24/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Neyla Ruiz Correa,ppor-medio-de-la-cual-se-establece-el-galardon-mujer-bicentenario-simona-amaya-en-homenaje-a-las-mujeres-anonimas-de-nuestro-pais-que-con-su-valentia-arrojo-y-osadia-contribuyen-a-una-mejor-sociedad-y-se-dictan-otras-disposiciones-galardon-mujer-bicentenario-simona-amaya/12125
407,Por medio de la cual se rinden honores a los miembros de las Fuerzas Armadas de Colombia por la operación jaque. [Honores a los miembros de las FFAA por la operación jaque],Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,"Celebraciones, honores y monumentos",,"La Nación celebrará cada dos (2) de julio el día de la Valentía Patria, durante el cual las máximas Autoridades Administrativas del nivel Nacional y Territorial realizarán actos protocolarios en los cuales se destaquen a los miembros de la sociedad cuyas acciones se consideren valerosas y leales.",8/23/2018,Publicación - Gaceta: 617/18,Sin anotaciones,7/27/2020,Sancionado como Ley - Gaceta: 943/20,Ley 2034 de 2020,"Milla Patricia Romero Soto, Gabriel Jaime Vallejo Chujfi, Paloma Susana Valencia Laserna, Santiago Valencia González, José Jaime Uscátegui Pastrana, Gabriel Santos García, Edward David Rodríguez Rodríguez, Ciro Alejandro Ramírez Cortés, Rubén Darío Molano Piñeros, Carlos Felipe Mejía Mejía, Carlos Manuel Meisel Vergara, Ernesto Macías Tovar, Samuel Alejandro Hoyos Mejia, Paola Andrea Holguín Moreno, Honorio Miguel Henríquez Pinedo, María Del Rosario Guerra De La Espriella, Christian Munir Garcés Aljure, Juan Fernando Espinal Ramírez, Juan Pablo Celis Vergel, Enrique Cabrales Baquero, Jhon Jairo Berrío López, Edwin Gilberto Ballesteros Archila, Fernando Nicolás Araújo Rumié",ppor-medio-de-la-cual-se-rinden-honores-a-los-miembros-de-las-fuerzas-armadas-de-colombia-por-la-operacion-jaque-honores-a-los-miembros-de-las-ffaa-por-la-operacion-jaque/9566
408,Por medio de la cual se expiden normas para garantizar beneficios sociales focalizados a los pescadores artesanales comerciales y de subsistencia. [Beneficios sociales focalizados a los pescadores],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Agropecuario y agrícola,Asuntos administrativos,"La presente ley tiene por finalidad establecer medidas tendientes a proteger la integridad, el mínimo vital y la sostenibilidad socioeconómica del pescador artesanal comercial y de subsistencia.",7/24/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,María Del Rosario Guerra De La Espriella,ppor-medio-de-la-cual-se-expiden-normas-para-garantizar-beneficios-sociales-focalizados-a-los-pescadores-artesanales-comerciales-y-de-subsistencia-beneficios-sociales-focalizados-a-los-pescadores/10078
409,Por medio de la cual se reforma la Ley 1098 de 2006 en relación con la medida de protección de la adopción y se dictan otras disposiciones. [Adopción],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Familia,Administración pública,"La verificacio?n de idoneidad se debe hacer a trave?s de un comite? que no solo verifique, sino adema?s certifique la idoneidad de las parejas que pretenden ser adoptantes sean estas heterosexual u homosexuales, estos comite?s deben ser interdisciplinarios y su certificacio?n sera? vinculante para tomar la decisio?n de permitir o no la adopcio?n de un menor, atendiendo a los criterios objetivos definidos por la ley.",8/27/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Armando Alberto Benedetti Villaneda,ppor-medio-de-la-cual-se-reforma-la-ley-1098-de-2006-en-relacion-con-la-medida-de-proteccion-de-la-adopcion-y-se-dictan-otras-disposiciones-adopcion/10334
410,Por el cual se expide el Código de ética para el ejercicio de la fonoaudiología en Colombia. [Código de ética de la fonoaudiología],Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Profesiones,Asuntos administrativos,"El código de ética se constituye en una herramienta que orienta al profesional en Fonoaudiología en relación con la práctica profesional, su comportamiento con individuos, colectivos, colegas y otros profesionales; aportando a la sociedad y la cultura del país. Así mismo permite disponer al gobierno y la comunidad de profesionales de un órgano de control y régimen disciplinario que permita ejercer vigilancia sobre los roles y las funciones propias de la profesión.",7/20/2021,Radicado - Gaceta: S/N,Sin anotaciones,4/5/2022,Archivado en Debate - Gaceta: S/N,Art 157 Ley 5 de 1992,Ciro Alejandro Ramírez Cortés,ppor-el-cual-se-expide-el-codigo-de-etica-para-el-ejercicio-de-la-fonoaudiologia-en-colombia-codigo-de-etica-de-la-fonoaudiologia/11614
411,"Por medio del cual se desarrolla el tratamiento penal diferenciado para pequeños agricultores y agricultoras que estén o hayan estado vinculados con el cultivo de plantaciones de uso ilícito y las actividades conexas a este, de acuerdo con las disposiciones del punto 4.1.3.4 del acuerdo final para la terminación del conflicto y la construcción de una paz estable y duradera y el artículo 5 transitorio del acto legislativo 01 de 2017. [Tratamiento penal diferenciado para pequeños cultivadores de p",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Justicia,Implementación paz,"La presente ley tiene por objeto establecer las medidas de un tratamiento penal diferenciado y transitorio, de las conductas previstas en los artículos 375, 376, 377 y 382 de la Ley 599 de 2000, para los pequeños agricultores y agricultoras que estén o hayan estado vinculados con el cultivo de plantaciones de uso ilícito y las actividades conexas a este, en desarrollo de lo dispuesto en el artículo 5 transitorio del Acto Legislativo No. 01 de 2017 y en el numeral 4.1.3.4 del Acuerdo Final para la Terminación del Conflicto y la Construcción de una Paz Estable y Duradera.",8/23/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Abel David Jaramillo Largo, Ángela María Robledo Gómez, Antonio Eresmid Sanguino Páez, Iván Cepeda Castro, Aída Yolanda Avella Esquivel, Pablo Catatumbo Torres Victoria, Victoria Sandino Simanca Herrera, Omar De Jesús Olmedo Restrepo Correa, Julián Gallo Cubillos, Carlos Alberto Sergio Carreño Marín, Luis Alberto Albán Urbano",ppor-medio-del-cual-se-desarrolla-el-tratamiento-penal-diferenciado-para-pequenos-agricultores-y-agricultoras-que-esten-o-hayan-estado-vinculados-con-el-cultivo-de-plantaciones-de-uso-ilicito-y-las-actividades-conexas-a-este-de-acuerdo-con-las-disposiciones-del-punto-4134-del-acuerdo-final-para-la-terminacion-del-conflicto-y-la-construccion-de-una-paz-estable-y-duradera-y-el-articulo-5-transitorio-del-acto-legislativo-01-de-2017-tratamiento-penal-diferenciado-para-pequenos-cultivadores-de-p/9567
412,Por medio de la cual se crea el sello de gastronomía local y se dictan otras disposiciones. [Crea el sello de gastronomía local],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,"Comercio, industria y turismo",Bienestar y pobreza,"La siguiente ley tiene como objetivo proteger, promover e incentivar el consumo de la gastronomía local por medio de un sello de calidad que identifique el origen y la tradición de los alimentos y los establecimientos que los producen.",7/24/2019,Radicado - Gaceta: S/N,Sin anotaciones,12/15/2020,Aprobado Segundo Debate - Gaceta: 1564/20,Plenaria Senado,María Del Rosario Guerra De La Espriella,ppor-medio-de-la-cual-se-crea-el-sello-de-gastronomia-local-y-se-dictan-otras-disposiciones-crea-el-sello-de-gastronomia-local/10079
413,"Por medio de la cual se reglamenta la reproducción humana asistida, la procreación con asistencia científica y se dictan otras disposiciones. [Reproducción humana asistida]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Seguridad Social y salud,Familia,"La presente ley tiene por objeto regular: 
1	Técnicas de reproducción humana asistida.
2	Relaciones entre sujeto donante, sujeto receptor, uso de útero, médico y ser humano procreado por técnicas de reproducción humana, establecimiento o centro.",8/27/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Armando Alberto Benedetti Villaneda,ppor-medio-de-la-cual-se-reglamenta-la-reproduccion-humana-asistida-la-procreacion-con-asistencia-cientifica-y-se-dictan-otras-disposiciones-reproduccion-humana-asistida/10335
414,"Por medio del cual se modifica el artículo 42 de la Ley 769 de 2002, se crean incentivos en el valor del Soat y se dictan otras disposiciones. [Incentivos en el Soat a buenos conductores]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Tránsito y transporte,Administración pública,"El objeto del presente proyecto de ley es incentivar el buen comportamiento vial así como el no uso del Seguro Obligatorio de Accidentes de Tránsito SOAT de los propietarios de automotores y motocicletas y/o usuarios de las mismas, aunado a lo anterior, las medidas previstas en el presente proyecto buscan paridad frente a los costos del seguro SOAT entre los propietarios de los mismos.",8/23/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Jaime Rodríguez Contreras,ppor-medio-del-cual-se-modifica-el-articulo-42-de-la-ley-769-de-2002-se-crean-incentivos-en-el-valor-del-soat-y-se-dictan-otras-disposiciones-incentivos-en-el-soat-a-buenos-conductores/9568
415,"Por medio del cual se garantiza el derecho fundamental a la impugnación, el principio de favorabilidad y se dictan otras disposiciones. [Derecho fundamental a la impugnación]",Jul 2019 - Jul 2020,Legislativa,Proyecto de ley Estatutaria,Derechos Fundamentales,Justicia,"La presente ley, conforme a los artículos 93 y 94 de la Constitución Política, tiene por objeto garantizar los derechos fundamentales a la doble instancia, doble conformidad y a la favorabilidad en el ámbito penal en concordancia con lo dispuesto en los artículos 29 y 31 de la Constitución Política y con los tratados internacionales de Derechos Humanos vigentes en Colombia, de todas las personas que hayan sido o sean sujetos de una sentencia penal condenatoria de única instancia, incluidos los aforados juzgados por la Corte Suprema de Justicia.",7/24/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Juan David Vélez Trujillo, Paloma Susana Valencia Laserna, José Jaime Uscátegui Pastrana, John Harold Suárez Vargas, Gabriel Santos García, Edward David Rodríguez Rodríguez, Margarita María Restrepo Arango, Nicolás Pérez Vásquez, Oscar Darío Pérez Pineda, Rubén Darío Molano Piñeros, Carlos Felipe Mejía Mejía, Carlos Manuel Meisel Vergara, Ricardo Alfonso Ferro Lozano, Juan Fernando Espinal Ramírez, Juan Manuel Daza Iguarán, Ruby Helena Chagüí Spath, Juan Pablo Celis Vergel, José Vicente Carreño Castro, Enrique Cabrales Baquero, María Fernanda Cabal Molina, Jhon Jairo Berrío López, John Jairo Bermúdez Garcés, Jennifer Kristin Arias Falla, Yenica Sugein Acosta Infante",ppor-medio-del-cual-se-garantiza-el-derecho-fundamental-a-la-impugnacion-el-principio-de-favorabilidad-y-se-dictan-otras-disposiciones-derecho-fundamental-a-la-impugnacion/10080
416,Por la cual se reglamentan las prácticas de la eutanasia y la asistencia al suicidio en Colombia y se dictan otras disposiciones. [Eutanasia],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Derechos Fundamentales,Seguridad Social y salud,"Esta ley tiene el propo?sito de reglamentar integral y rigurosamente la forma en que se atendera?n las solicitudes de los pacientes sobre la terminacio?n de su vida en condiciones dignas y humanas; los procedimientos necesarios para tal fin y la pra?ctica de la eutanasia y la asistencia al suicidio, por los respectivos me?dicos tratantes; asi? como establecer los mecanismos que permitan controlar y evaluar la correcta realizacio?n de la eutanasia y el suicidio asistido, atendiendo al deber del Estado de proteger la vida.",8/27/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Armando Alberto Benedetti Villaneda,ppor-la-cual-se-reglamentan-las-practicas-de-la-eutanasia-y-la-asistencia-al-suicidio-en-colombia-y-se-dictan-otras-disposiciones-eutanasia/10336
417,"Por medio del cual se crea la ley integral de la mujer para prevenir, sancionar y erradicar la violencia contra las mujeres y se dictan otras disposiciones. [Ley integral de la mujer para prevenir, sancionar y erradicar la violencia contra las mujeres]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Tránsito y transporte,Laboral,"La presente ley tiene por objeto promover y garantizar la eliminación de la violencia de género en cualquiera de sus manifestaciones y ámbitos, facilitando el desarrollo de políticas públicas de carácter interinstitucional sobre violencia contra las mujeres, garantizando el acceso efectivo y oportuno a la justicia y la asistencia integral a las mujeres que padecen violencia.",7/22/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Juan Luis Castro Córdoba, Jorge Eduardo Londoño Ulloa, Luis Iván Marulanda Gómez, León Fredy Muñoz Lopera, Antonio Eresmid Sanguino Páez, Norma Hurtado Sánchez, Adriana Magali Matiz Vargas, Flora Perdomo Andrade, Amanda Rocío González Rodríguez, Jennifer Kristin Arias Falla, Edwing Fabián Díaz Plata, Iván Leonidas Name Vásquez, César Augusto Ortiz Zorro, Sandra Liliana Ortiz Nova",ppor-medio-del-cual-se-crea-la-ley-integral-de-la-mujer-para-prevenir-sancionar-y-erradicar-la-violencia-contra-las-mujeres-y-se-dictan-otras-disposiciones-ley-integral-de-la-mujer-para-prevenir-sancionar-y-erradicar-la-violencia-contra-las-mujeres/10848
418,"Por medio del cual se adoptan medidas en materia de transparencia, prevención y lucha contra la corrupción y otras disposiciones. [Anticorrupción]",Jul 2020 - Jul 2021,Mixta,Proyecto de Ley,Corrupción,Justicia,"La presente ley tiene por objeto adoptar disposiciones tendientes a prevenir los actos de corrupción, a reforzar la articulación y coordinación de las entidades del Estado y a recuperar los daños ocasionados por dichos actos con el fin de asegurar promover la cultura de la legalidad e integridad y recuperar la confianza ciudadana y el respeto por lo público.",10/29/2020,Radicado - Gaceta: S/N,Sin anotaciones,1/18/2022,Sancionado como Ley - Gaceta: 574/22,Ley 2195 de 2022,,ppor-medio-del-cual-se-adoptan-medidas-en-materia-de-transparencia-prevencion-y-lucha-contra-la-corrupcion-y-otras-disposiciones-anticorrupcion/11360
419,"Por la cual se promueve la participación de niñas, adolescentes y mujeres en ciencia, tecnología, ingeniería y matemáticas. [Promueve la participación femenina en ciencia, tecnología, ingeniería y matemáticas]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Educación, cultura, ciencia y tecnología",Mujer,"Tiene por objeto promover la participación y permanencia de niñas, adolescentes y mujeres en las áreas de ciencia, tecnología, ingeniería y matemáticas, a través de la implementación de una política pública, en la que de forma coordinada con las diferentes entidades, se incluyan aspectos educativos y de vinculación laboral.",8/3/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2023,Aprobada conciliación en Senado - Gaceta: S/N,Plenaria Senado,"Efraín José Cepeda Sarabia, Alfredo Ape Cuello Baute, Nora María García Burgos, Armando Antonio Zabaraín Darce, Ruby Helena Chagüí Spath, Soledad Tamayo Tamayo, Esperanza Andrade Serrano, José Gustavo Padilla Orozco",ppor-la-cual-se-promueve-la-participacion-de-ninas-adolescentes-y-mujeres-en-ciencia-tecnologia-ingenieria-y-matematicas-promueve-la-participacion-femenina-en-ciencia-tecnologia-ingenieria-y-matematicas/11616
